"sel","_id","gc","length","METABAT__22-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","5486","0.5022","3805","4.7396","no-hit","no-hit","c_000000811523"
"","5487","0.6258","11848","3.2957","Eukaryota","Haptophyta","c_000000402620"
"","5488","0.4891","4457","1.5104","no-hit","no-hit","c_000002528719"
"","5489","0.4979","5453","1.578","no-hit","no-hit","c_000001546716"
"","5490","0.5294","5212","10.0338","Eukaryota","Haptophyta","c_000002193206"
"","5491","0.5642","3123","1.3782","no-hit","no-hit","c_000000152039"
"","5492","0.5211","8480","1.717","Eukaryota","Haptophyta","c_000000848291"
"","5493","0.5547","4422","1.2218","no-hit","no-hit","c_000002927286"
"","5494","0.5586","2920","2.05","no-hit","no-hit","c_000004972279"
"","5495","0.5819","5449","1.6992","no-hit","no-hit","c_000000975435"
"","5496","0.5441","3503","3.0374","no-hit","no-hit","c_000000294613"
"","5497","0.5511","3551","1.3976","no-hit","no-hit","c_000000486124"
"","5498","0.5087","3574","2.7166","no-hit","no-hit","c_000004517510"
"","5499","0.5749","3853","3.163","no-hit","no-hit","c_000000410691"
"","5500","0.5162","9384","1.4861","Eukaryota","Haptophyta","c_000001052988"
"","5501","0.5075","5159","1.5966","Eukaryota","Haptophyta","c_000000152521"
"","5502","0.5592","12566","1.461","no-hit","no-hit","c_000001227060"
"","5503","0.5375","6220","1.4498","no-hit","no-hit","c_000000129888"
"","5504","0.5245","3901","7.1302","Eukaryota","Haptophyta","c_000003152750"
"","5505","0.5826","7236","1.479","Eukaryota","Haptophyta","c_000003122735"
"","5506","0.5752","3585","3.8343","no-hit","no-hit","c_000005060342"
"","5507","0.5546","4055","1.0555","no-hit","no-hit","c_000003008119"
"","5508","0.511","6471","4.1929","no-hit","no-hit","c_000001748533"
"","5509","0.5577","2910","3.2619","Eukaryota","Haptophyta","c_000002974370"
"","5510","0.5576","4778","13.1099","Eukaryota","Streptophyta","c_000004542609"
"","5511","0.5732","7469","1.4777","Eukaryota","Haptophyta","c_000001494436"
"","5512","0.5065","12587","1.5737","Eukaryota","Haptophyta","c_000001820442"
"","5513","0.6391","3627","1.1139","Eukaryota","Haptophyta","c_000002298956"
"","5514","0.4935","4723","2.0326","no-hit","no-hit","c_000003424646"
"","5515","0.5601","3205","2.6858","Eukaryota","Haptophyta","c_000000397789"
"","5516","0.5846","4357","1.2853","no-hit","no-hit","c_000003710123"
"","5517","0.5059","7854","1.7679","no-hit","no-hit","c_000002061173"
"","5518","0.5834","7886","1.6131","no-hit","no-hit","c_000004791201"
"","5519","0.535","5189","27.2792","no-hit","no-hit","c_000000471817"
"","5520","0.482","7220","2.5175","Eukaryota","Haptophyta","c_000002577933"
"","5521","0.55","8284","2.9894","Eukaryota","Haptophyta","c_000001340992"
"","5522","0.508","5006","40.9243","no-hit","no-hit","c_000004258441"
"","5523","0.5514","7301","1.4639","no-hit","no-hit","c_000004235285"
"","5524","0.515","12729","1.5863","Eukaryota","Haptophyta","c_000001426226"
"","5525","0.5401","3453","3.6733","Eukaryota","Chlorophyta","c_000003888023"
"","5526","0.5541","6910","1.5353","no-hit","no-hit","c_000003171441"
"","5527","0.5129","4270","3.4487","Eukaryota","Haptophyta","c_000001545871"
"","5528","0.5528","6814","2.1355","Eukaryota","Arthropoda","c_000003389746"
"","5529","0.5159","5331","1.3594","no-hit","no-hit","c_000000126733"
"","5530","0.5288","5681","0.9849","Eukaryota","Haptophyta","c_000005370258"
"","5531","0.5163","3767","2.6334","no-hit","no-hit","c_000000658639"
"","5532","0.5289","5776","5.986","no-hit","no-hit","c_000004365129"
"","5533","0.5339","10203","1.5636","Eukaryota","Haptophyta","c_000001145406"
"","5534","0.5921","4589","1.1998","Eukaryota","Haptophyta","c_000002574250"
"","5535","0.5845","3052","0.7497","no-hit","no-hit","c_000004772783"
"","5536","0.5576","12187","6.3934","no-hit","no-hit","c_000003988673"
"","5537","0.621","2596","0.9191","no-hit","no-hit","c_000002423931"
"","5538","0.4768","5520","1.5763","no-hit","no-hit","c_000001360320"
"","5540","0.5184","6395","1.5961","Eukaryota","Haptophyta","c_000005360232"
"","5541","0.5928","5825","1.1166","Eukaryota","Haptophyta","c_000003237770"
"","5542","0.5678","7268","2.4324","Eukaryota","Annelida","c_000004059888"
"","5543","0.5538","8287","1.8294","no-hit","no-hit","c_000004268952"
"","5544","0.5035","7044","1.6826","Eukaryota","Haptophyta","c_000002241921"
"","5545","0.5682","6410","1.3392","Eukaryota","Haptophyta","c_000002476499"
"","5546","0.5608","2757","7.0203","Eukaryota","Haptophyta","c_000000099306"
"","5547","0.5738","7459","1.4766","Eukaryota","Haptophyta","c_000003337746"
"","5548","0.565","9278","4.005","no-hit","no-hit","c_000004743451"
"","5549","0.5207","2900","7.4869","no-hit","no-hit","c_000004848601"
"","5550","0.5215","3342","0.9587","no-hit","no-hit","c_000001342750"
"","5551","0.4917","3555","4.8996","no-hit","no-hit","c_000003116932"
"","5552","0.5601","4010","2.205","no-hit","no-hit","c_000003629936"
"","5553","0.5335","11868","2.0044","Eukaryota","Haptophyta","c_000001951028"
"","5554","0.5614","5137","1.8923","Eukaryota","Haptophyta","c_000002611292"
"","5555","0.5237","3760","2.1755","no-hit","no-hit","c_000003536702"
"","5556","0.5587","3213","1.1485","no-hit","no-hit","c_000000102125"
"","5557","0.6128","3760","1.5731","Eukaryota","Eukaryota-undef","c_000000051931"
"","5558","0.5358","5119","11.842","Eukaryota","Haptophyta","c_000001557939"
"","5559","0.5393","3241","2.8463","no-hit","no-hit","c_000001055038"
"","5560","0.5002","5580","1.5797","Eukaryota","Haptophyta","c_000002531971"
"","5561","0.6099","4343","0.5646","Eukaryota","Haptophyta","c_000002826917"
"","5562","0.5799","3547","1.0144","Eukaryota","Haptophyta","c_000003865442"
"","5563","0.5612","2917","1.0267","no-hit","no-hit","c_000001356634"
"","5564","0.51","2757","7.605","Eukaryota","Haptophyta","c_000000783997"
"","5565","0.5306","4450","3.1703","no-hit","no-hit","c_000000775186"
"","5566","0.5288","12273","3.6326","Eukaryota","Haptophyta","c_000001355377"
"","5567","0.5448","7236","1.8165","Eukaryota","Haptophyta","c_000000679005"
"","5568","0.5321","10420","2.6512","Eukaryota","Haptophyta","c_000000034865"
"","5569","0.56","5254","6.027","no-hit","no-hit","c_000004001178"
"","5570","0.5662","2939","3.2647","Eukaryota","Haptophyta","c_000001359281"
"","5571","0.5181","13294","7.2148","Eukaryota","Haptophyta","c_000004352063"
"","5572","0.5651","6135","3.8174","Eukaryota","Haptophyta","c_000004814650"
"","5573","0.5111","10493","3.4519","no-hit","no-hit","c_000000204694"
"","5574","0.5251","3978","1.3575","Eukaryota","Haptophyta","c_000003237555"
"","5575","0.552","4808","2.1597","no-hit","no-hit","c_000000019564"
"","5576","0.4915","4930","1.983","no-hit","no-hit","c_000000983749"
"","5577","0.5719","4938","1.3153","Eukaryota","Haptophyta","c_000004111651"
"","5578","0.5465","6542","1.3239","Eukaryota","Haptophyta","c_000001395858"
"","5579","0.5895","3832","3.0021","no-hit","no-hit","c_000002337398"
"","5580","0.5575","2850","0.8305","Eukaryota","Haptophyta","c_000003836065"
"","5581","0.5062","6320","1.6979","Eukaryota","Haptophyta","c_000002530608"
"","5582","0.5356","6921","4.4774","no-hit","no-hit","c_000001625357"
"","5583","0.5644","2975","1.0393","no-hit","no-hit","c_000003857160"
"","5584","0.5364","8450","2.4843","Eukaryota","Haptophyta","c_000001453466"
"","5585","0.5162","3820","1.7325","no-hit","no-hit","c_000005146176"
"","5586","0.5399","3980","1.3296","no-hit","no-hit","c_000001481416"
"","5587","0.5162","3365","1.4478","Eukaryota","Haptophyta","c_000001024134"
"","5588","0.5525","11552","13.3959","Eukaryota","Haptophyta","c_000000259970"
"","5589","0.5523","3469","1.2687","no-hit","no-hit","c_000002028529"
"","5590","0.5168","6219","1.7853","Eukaryota","Haptophyta","c_000001920083"
"","5591","0.508","8635","5.0366","Eukaryota","Haptophyta","c_000000857962"
"","5592","0.5418","3479","1.286","no-hit","no-hit","c_000003136254"
"","5593","0.4939","8510","2.7486","Eukaryota","Oomycota","c_000001629858"
"","5594","0.5415","2628","0.8988","no-hit","no-hit","c_000002197799"
"","5595","0.5296","7942","3.6607","no-hit","no-hit","c_000000559173"
"","5596","0.5001","8262","1.603","Eukaryota","Haptophyta","c_000001624017"
"","5597","0.5222","4983","8.8262","no-hit","no-hit","c_000004691337"
"","5598","0.5386","2731","1.0388","Eukaryota","Haptophyta","c_000003291532"
"","5599","0.5164","3284","11.4068","no-hit","no-hit","c_000000367655"
"","5600","0.5192","2868","0.9861","Eukaryota","Haptophyta","c_000002198294"
"","5602","0.5415","4166","0.8377","no-hit","no-hit","c_000001573063"
"","5603","0.5956","4226","1.992","no-hit","no-hit","c_000002439524"
"","5604","0.5329","9337","11.0645","Eukaryota","Haptophyta","c_000002054354"
"","5605","0.5042","4570","1.081","Eukaryota","Haptophyta","c_000000148655"
"","5606","0.5406","4754","1.2934","no-hit","no-hit","c_000003553954"
"","5607","0.4871","2642","1.4447","no-hit","no-hit","c_000001982256"
"","5608","0.5441","4611","4.1648","Eukaryota","Haptophyta","c_000004841490"
"","5609","0.5287","6908","1.9063","Eukaryota","Haptophyta","c_000001498079"
"","5610","0.507","27218","1.9686","Eukaryota","Haptophyta","c_000003185042"
"","5611","0.5063","4422","2.5455","Eukaryota","Haptophyta","c_000003743981"
"","5612","0.5224","8866","2.345","no-hit","no-hit","c_000004592167"
"","5613","0.5533","4437","0.8138","Eukaryota","Haptophyta","c_000001758327"
"","5614","0.5465","16673","1.4926","Eukaryota","Haptophyta","c_000004894847"
"","5615","0.5661","4174","3.7197","no-hit","no-hit","c_000002778218"
"","5616","0.4986","5189","1.6527","no-hit","no-hit","c_000004978547"
"","5617","0.4904","5086","2.7352","Eukaryota","Haptophyta","c_000000476982"
"","5618","0.5515","3371","2.1762","no-hit","no-hit","c_000004608090"
"","5619","0.4726","5349","2.5044","no-hit","no-hit","c_000002729185"
"","5620","0.4834","5279","2.1527","Eukaryota","Streptophyta","c_000003610958"
"","5621","0.5252","3277","2.3891","no-hit","no-hit","c_000005488467"
"","5622","0.4996","17589","2.8654","Eukaryota","Haptophyta","c_000001658689"
"","5623","0.5178","5295","2.8593","no-hit","no-hit","c_000000195856"
"","5624","0.5322","3660","3.5096","no-hit","no-hit","c_000000023141"
"","5625","0.5733","3597","4.4612","Eukaryota","Haptophyta","c_000000634671"
"","5626","0.5466","4949","1.7957","no-hit","no-hit","c_000001089570"
"","5627","0.4975","3998","2.0208","no-hit","no-hit","c_000004360285"
"","5629","0.4917","2526","2.7454","no-hit","no-hit","c_000004846622"
"","5630","0.4909","6360","1.6239","Eukaryota","Haptophyta","c_000001311992"
"","5631","0.5577","5541","15.2648","no-hit","no-hit","c_000000425167"
"","5632","0.5056","2759","3.8847","no-hit","no-hit","c_000000829260"
"","5633","0.5586","6823","1.3242","no-hit","no-hit","c_000003943218"
"","5634","0.5254","10964","8.594","Eukaryota","Haptophyta","c_000000088646"
"","5635","0.5656","2981","3.2442","no-hit","no-hit","c_000003288956"
"","5636","0.4819","3455","3.2857","no-hit","no-hit","c_000000635631"
"","5637","0.5011","6192","99.7526","Eukaryota","Haptophyta","c_000002646014"
"","5638","0.5073","2527","43.6296","no-hit","no-hit","c_000000665277"
"","5639","0.4756","3804","4.9674","no-hit","no-hit","c_000000276431"
"","5640","0.5799","6320","1.3888","no-hit","no-hit","c_000000640198"
"","5641","0.5709","6470","3.9675","no-hit","no-hit","c_000001794331"
"","5642","0.5301","8894","1.455","Eukaryota","Haptophyta","c_000005178775"
"","5643","0.5063","4794","1.4629","no-hit","no-hit","c_000000057131"
"","5644","0.5028","3761","41.5903","Eukaryota","Chordata","c_000000701896"
"","5645","0.5996","4818","0.785","no-hit","no-hit","c_000001394338"
"","5646","0.4982","7345","2.0452","no-hit","no-hit","c_000003691345"
"","5647","0.5111","5343","4.7668","no-hit","no-hit","c_000002619464"
"","5648","0.5386","2761","2.0076","no-hit","no-hit","c_000000809422"
"","5649","0.53","3132","3.0217","no-hit","no-hit","c_000000949275"
"","5650","0.5692","2876","1.6627","Eukaryota","Haptophyta","c_000002821216"
"","5651","0.5508","15559","1.9799","no-hit","no-hit","c_000001355521"
"","5652","0.4888","2936","1.9612","Eukaryota","Haptophyta","c_000003768562"
"","5653","0.5168","23650","4.1966","Eukaryota","Haptophyta","c_000002959224"
"","5654","0.5441","9756","10.559","Eukaryota","Haptophyta","c_000001328809"
"","5655","0.5278","4568","1.5904","no-hit","no-hit","c_000001453558"
"","5656","0.5301","4184","1.6836","no-hit","no-hit","c_000002923022"
"","5657","0.4763","3613","14.6056","no-hit","no-hit","c_000000979164"
"","5658","0.5105","3516","1.3205","no-hit","no-hit","c_000001539915"
"","5659","0.5715","4800","2.265","no-hit","no-hit","c_000002201201"
"","5660","0.5642","2944","1.6179","no-hit","no-hit","c_000002253849"
"","5661","0.5587","4967","2.5472","Eukaryota","Haptophyta","c_000005092482"
"","5662","0.4772","6557","2.8932","no-hit","no-hit","c_000004594910"
"","5663","0.5683","3125","16.384","Eukaryota","Haptophyta","c_000001438493"
"","5664","0.5453","4146","1.5991","Eukaryota","Haptophyta","c_000000208061"
"","5665","0.5758","5005","1.4238","no-hit","no-hit","c_000005101254"
"","5666","0.525","3017","1.5651","no-hit","no-hit","c_000000119386"
"","5667","0.5592","6475","2.7997","no-hit","no-hit","c_000000119649"
"","5668","0.4855","8544","12.3636","no-hit","no-hit","c_000004492729"
"","5669","0.5458","8851","2.0031","Eukaryota","Haptophyta","c_000003246964"
"","5670","0.5314","2804","2.9864","Eukaryota","Haptophyta","c_000004588496"
"","5671","0.5579","10596","1.7841","Eukaryota","Haptophyta","c_000001217636"
"","5672","0.5371","7866","1.58","no-hit","no-hit","c_000000467803"
"","5673","0.558","2975","1.0266","no-hit","no-hit","c_000004041320"
"","5674","0.5641","2737","0.7654","Eukaryota","Haptophyta","c_000003325729"
"","5675","0.5747","5318","2.1314","no-hit","no-hit","c_000004002627"
"","5676","0.5395","2786","1.575","no-hit","no-hit","c_000000536443"
"","5677","0.5482","6525","1.6877","no-hit","no-hit","c_000001150436"
"","5678","0.5652","3482","1.3377","no-hit","no-hit","c_000001437309"
"","5679","0.5391","12828","2.4845","no-hit","no-hit","c_000001725234"
"","5680","0.5271","3768","1.289","no-hit","no-hit","c_000001818599"
"","5681","0.5513","5536","2.7977","Eukaryota","Haptophyta","c_000005157906"
"","5682","0.5448","3895","1.0978","Eukaryota","Haptophyta","c_000001198435"
"","5683","0.5787","3753","0.5659","no-hit","no-hit","c_000001952458"
"","5684","0.5283","10355","1.9595","Eukaryota","Haptophyta","c_000001542446"
"","5685","0.5732","3198","3.1739","no-hit","no-hit","c_000003683391"
"","5686","0.5557","6633","1.2997","Eukaryota","Haptophyta","c_000003800639"
"","5687","0.5386","6261","2.1856","Eukaryota","Haptophyta","c_000003539685"
"","5688","0.4874","13441","3.7197","Eukaryota","Haptophyta","c_000003669743"
"","5689","0.579","4646","2.1638","Eukaryota","Eukaryota-undef","c_000003071887"
"","5690","0.4981","2847","2.9378","no-hit","no-hit","c_000000170886"
"","5691","0.5552","4433","1.0156","no-hit","no-hit","c_000002575427"
"","5692","0.4826","2609","10.1322","no-hit","no-hit","c_000001309212"
"","5693","0.5176","3673","5.2543","no-hit","no-hit","c_000003066406"
"","5694","0.5536","3542","3.9763","no-hit","no-hit","c_000005483627"
"","5695","0.4862","13366","2.9285","Eukaryota","Haptophyta","c_000000447238"
"","5696","0.5774","3632","1.5966","no-hit","no-hit","c_000004144181"
"","5697","0.5247","5687","2.0976","Eukaryota","Haptophyta","c_000001022172"
"","5698","0.5778","5831","45.9299","no-hit","no-hit","c_000000062754"
"","5699","0.5512","4893","2.3109","no-hit","no-hit","c_000003078104"
"","5700","0.5628","4815","6.0604","Eukaryota","Haptophyta","c_000004898050"
"","5701","0.5118","5989","20.1037","Eukaryota","Haptophyta","c_000003479818"
"","5702","0.5209","5775","2.0031","Eukaryota","Bacillariophyta","c_000001711739"
"","5703","0.5473","6527","2.8571","Eukaryota","Haptophyta","c_000003722455"
"","5704","0.5487","4857","2.489","no-hit","no-hit","c_000003749544"
"","5705","0.5076","3613","39.8312","no-hit","no-hit","c_000000617694"
"","5706","0.5329","5389","3.3849","no-hit","no-hit","c_000000384294"
"","5707","0.5107","4239","1.4107","Eukaryota","Haptophyta","c_000002025381"
"","5708","0.4814","5966","2.4205","no-hit","no-hit","c_000004468110"
"","5709","0.5236","3606","1.6129","Eukaryota","Haptophyta","c_000004634056"
"","5710","0.517","13307","1.7637","Eukaryota","Haptophyta","c_000002972967"
"","5711","0.5446","11972","1.3755","no-hit","no-hit","c_000003120516"
"","5712","0.5135","7507","4.2687","no-hit","no-hit","c_000001622769"
"","5713","0.5872","3796","1.0793","no-hit","no-hit","c_000000057737"
"","5714","0.5124","16025","3.5023","Eukaryota","Haptophyta","c_000003431869"
"","5715","0.5084","13229","3.3595","no-hit","no-hit","c_000000138157"
"","5716","0.5639","2621","2.2423","Eukaryota","Eukaryota-undef","c_000001448523"
"","5717","0.5822","2542","3.5885","no-hit","no-hit","c_000002221510"
"","5718","0.5507","4897","1.9387","no-hit","no-hit","c_000004580583"
"","5719","0.5247","12400","1.8365","Eukaryota","Haptophyta","c_000001541032"
"","5720","0.503","9050","2.2503","Eukaryota","Haptophyta","c_000002278750"
"","5721","0.5822","6103","1.1953","no-hit","no-hit","c_000003587243"
"","5722","0.5665","5500","1.0318","no-hit","no-hit","c_000003371378"
"","5723","0.5535","3534","1.6019","no-hit","no-hit","c_000001899728"
"","5724","0.5033","6181","2.1912","no-hit","no-hit","c_000004955799"
"","5725","0.5726","3133","1.2199","no-hit","no-hit","c_000000927257"
"","5726","0.5489","3804","6.6217","no-hit","no-hit","c_000000169962"
"","5727","0.5585","2992","16.9154","Eukaryota","Eukaryota-undef","c_000002758013"
"","5728","0.5819","5669","1.2478","no-hit","no-hit","c_000004159984"
"","5729","0.4975","8357","2.5077","Eukaryota","Haptophyta","c_000003307211"
"","5730","0.5188","5004","1.9632","no-hit","no-hit","c_000001509292"
"","5731","0.5172","9316","2.0404","Eukaryota","Haptophyta","c_000000353539"
"","5732","0.585","4870","1.3466","Eukaryota","Haptophyta","c_000004790706"
"","5733","0.5904","6287","1.5009","Eukaryota","Haptophyta","c_000004046895"
"","5734","0.5601","6279","1.5439","Eukaryota","Haptophyta","c_000005265771"
